"Notes"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"2018"	"2018"	"South Carolina"	"45"	1033	3509959	29.4
	"2018"	"2018"	"South Dakota"	"46"	41	581200	7.1
	"2018"	"2018"	"Tennessee"	"47"	1711	4650000	36.8
	"2018"	"2018"	"Texas"	"48"	2604	18507667	14.1
	"2018"	"2018"	"Utah"	"49"	515	1872333	27.5
	"2018"	"2018"	"Vermont"	"50"	146	443107	32.9
	"2018"	"2018"	"Virginia"	"51"	1265	5842846	21.7
	"2018"	"2018"	"Washington"	"53"	1070	5214860	20.5
	"2018"	"2018"	"West Virginia"	"54"	810	1284823	63.0
	"2018"	"2018"	"Wisconsin"	"55"	932	3985700	23.4
	"2018"	"2018"	"Wyoming"	"56"	57	390595	14.6
	"2019"	"2019"	"Alabama"	"01"	742	3364655	22.1
	"2019"	"2019"	"Alaska"	"02"	126	483410	26.1
	"2019"	"2019"	"Arizona"	"04"	1582	4944637	32.0
	"2019"	"2019"	"Arkansas"	"05"	332	2038589	16.3
	"2019"	"2019"	"California"	"06"	5642	26939547	20.9
	"2019"	"2019"	"Colorado"	"08"	862	3973000	21.7
	"2019"	"2019"	"Connecticut"	"09"	1114	2495774	44.6
	"2019"	"2019"	"Delaware"	"10"	407	687698	59.2
	"2019"	"2019"	"District of Columbia"	"11"	305	505015	60.4
	"2019"	"2019"	"Florida"	"12"	4808	15505040	31.0
	"2019"	"2019"	"Georgia"	"13"	1292	7098354	18.2
	"2019"	"2019"	"Hawaii"	"15"	233	997130	23.4
	"2019"	"2019"	"Idaho"	"16"	220	1174458	18.7
	"2019"	"2019"	"Illinois"	"17"	2515	8696535	28.9
	"2019"	"2019"	"Indiana"	"18"	1542	4504500	34.2
	"2019"	"2019"	"Iowa"	"19"	284	2114524	13.4
	"2019"	"2019"	"Kansas"	"20"	344	1918904	17.9
	"2019"	"2019"	"Kentucky"	"21"	1344	3050848	44.1
	"2019"	"2019"	"Louisiana"	"22"	1203	3142121	38.3
	"2019"	"2019"	"Maine"	"23"	332	988438	33.6
	"2019"	"2019"	"Maryland"	"24"	2208	4184844	52.8
	"2019"	"2019"	"Massachusetts"	"25"	2106	4848982	43.4
	"2019"	"2019"	"Michigan"	"26"	2270	6897401	32.9
	"2019"	"2019"	"Minnesota"	"27"	591	3838357	15.4
	"2019"	"2019"	"Mississippi"	"28"	381	1994145	19.1
	"2019"	"2019"	"Missouri"	"29"	1412	4205339	33.6
	"2019"	"2019"	"Montana"	"30"	120	742426	16.2
	"2019"	"2019"	"Nebraska"	"31"	128	1269036	10.1
	"2019"	"2019"	"Nevada"	"32"	563	2137297	26.3
	"2019"	"2019"	"New Hampshire"	"33"	360	980767	36.7
	"2019"	"2019"	"New Jersey"	"34"	2620	6189978	42.3
	"2019"	"2019"	"New Mexico"	"35"	538	1425116	37.8
	"2019"	"2019"	"New York"	"36"	3334	13662718	24.4
	"2019"	"2019"	"North Carolina"	"37"	2041	7196782	28.4
	"2019"	"2019"	"North Dakota"	"38"	78	499069	15.6
	"2019"	"2019"	"Ohio"	"39"	3985	8050770	49.5
	"2019"	"2019"	"Oklahoma"	"40"	577	2623828	22.0
	"2019"	"2019"	"Oregon"	"41"	574	2988153	19.2
	"2019"	"2019"	"Pennsylvania"	"42"	3988	9025217	44.2
	"2019"	"2019"	"Rhode Island"	"44"	271	745315	36.4
	"2019"	"2019"	"South Carolina"	"45"	1034	3570132	29.0
	"2019"	"2019"	"South Dakota"	"46"	68	585162	11.6
	"2019"	"2019"	"Tennessee"	"47"	1956	4706683	41.6
	"2019"	"2019"	"Texas"	"48"	2833	18782771	15.1
	"2019"	"2019"	"Utah"	"49"	489	1912695	25.6
	"2019"	"2019"	"Vermont"	"50"	122	444144	27.5
	"2019"	"2019"	"Virginia"	"51"	1389	5876474	23.6
	"2019"	"2019"	"Washington"	"53"	1130	5293324	21.3
	"2019"	"2019"	"West Virginia"	"54"	842	1278794	65.8
	"2019"	"2019"	"Wisconsin"	"55"	1058	4009767	26.4
	"2019"	"2019"	"Wyoming"	"56"	66	392504	16.8
	"2020"	"2020"	"Alabama"	"01"	1000	3386607	29.5
	"2020"	"2020"	"Alaska"	"02"	145	485337	29.9
	"2020"	"2020"	"Arizona"	"04"	2133	5073314	42.0
	"2020"	"2020"	"Arkansas"	"05"	489	2052176	23.8
	"2020"	"2020"	"California"	"06"	8022	26972341	29.7
	"2020"	"2020"	"Colorado"	"08"	1215	4030205	30.1
	"2020"	"2020"	"Connecticut"	"09"	1291	2500234	51.6
	"2020"	"2020"	"Delaware"	"10"	416	699410	59.5
	"2020"	"2020"	"District of Columbia"	"11"	414	511405	81.0
	"2020"	"2020"	"Florida"	"12"	6720	15740947	42.7
	"2020"	"2020"	"Georgia"	"13"	1779	7190182	24.7
	"2020"	"2020"	"Hawaii"	"15"	277	994906	27.8
	"2020"	"2020"	"Idaho"	"16"	240	1208125	19.9
	"2020"	"2020"	"Illinois"	"17"	3217	8671134	37.1
	"2020"	"2020"	"Indiana"	"18"	2093	4532466	46.2
	"2020"	"2020"	"Iowa"	"19"	340	2124146	16.0
	"2020"	"2020"	"Kansas"	"20"	398	1925317	20.7
	"2020"	"2020"	"Kentucky"	"21"	1998	3063277	65.2
	"2020"	"2020"	"Louisiana"	"22"	1809	3147630	57.5
	"2020"	"2020"	"Maine"	"23"	445	996077	44.7
	"2020"	"2020"	"Maryland"	"24"	2593	4201500	61.7
	"2020"	"2020"	"Massachusetts"	"25"	2250	4868179	46.2
	"2020"	"2020"	"Michigan"	"26"	2614	6911877	37.8
	"2020"	"2020"	"Minnesota"	"27"	877	3862286	22.7
	"2020"	"2020"	"Mississippi"	"28"	546	1994136	27.4
	"2020"	"2020"	"Missouri"	"29"	1681	4222113	39.8
	"2020"	"2020"	"Montana"	"30"	136	752905	18.1
	"2020"	"2020"	"Nebraska"	"31"	168	1273906	13.2
	"2020"	"2020"	"Nevada"	"32"	698	2187799	31.9
	"2020"	"2020"	"New Hampshire"	"33"	342	990858	34.5
	"2020"	"2020"	"New Jersey"	"34"	2675	6203002	43.1
	"2020"	"2020"	"New Mexico"	"35"	730	1437678	50.8
	"2020"	"2020"	"New York"	"36"	4600	13626537	33.8
	"2020"	"2020"	"North Carolina"	"37"	2840	7298944	38.9
	"2020"	"2020"	"North Dakota"	"38"	88	500551	17.6
	"2020"	"2020"	"Ohio"	"39"	4861	8077042	60.2
	"2020"	"2020"	"Oklahoma"	"40"	697	2645289	26.3
	"2020"	"2020"	"Oregon"	"41"	778	3020536	25.8
	"2020"	"2020"	"Pennsylvania"	"42"	4709	9040207	52.1
	"2020"	"2020"	"Rhode Island"	"44"	367	747828	49.1
	"2020"	"2020"	"South Carolina"	"45"	1603	3631363	44.1
	"2020"	"2020"	"South Dakota"	"46"	64	591195	10.8
	"2020"	"2020"	"Tennessee"	"47"	2827	4761823	59.4
	"2020"	"2020"	"Texas"	"48"	3646	19087071	19.1
	"2020"	"2020"	"Utah"	"49"	522	1953255	26.7
	"2020"	"2020"	"Vermont"	"50"	179	445637	40.2
	"2020"	"2020"	"Virginia"	"51"	2015	5924757	34.0
	"2020"	"2020"	"Washington"	"53"	1554	5369911	28.9
	"2020"	"2020"	"West Virginia"	"54"	1306	1275287	102.4
	"2020"	"2020"	"Wisconsin"	"55"	1374	4029646	34.1
	"2020"	"2020"	"Wyoming"	"56"	86	396659	21.7
	"2021"	"2021"	"Alabama"	"01"	1379	3461132	39.8
	"2021"	"2021"	"Alaska"	"02"	238	486413	48.9
	"2021"	"2021"	"Arizona"	"04"	2408	4976896	48.4
	"2021"	"2021"	"Arkansas"	"05"	599	2044571	29.3
	"2021"	"2021"	"California"	"06"	10009	26908453	37.2
	"2021"	"2021"	"Colorado"	"08"	1593	4040577	39.4
	"2021"	"2021"	"Connecticut"	"09"	1454	2535135	57.4
	"2021"	"2021"	"Delaware"	"10"	500	711231	70.3
	"2021"	"2021"	"District of Columbia"	"11"	444	478710	92.7
	"2021"	"2021"	"Florida"	"12"	7358	15764041	46.7
	"2021"	"2021"	"Georgia"	"13"	2312	7248550	31.9
	"2021"	"2021"	"Hawaii"	"15"	262	1018888	25.7
	"2021"	"2021"	"Idaho"	"16"	317	1258308	25.2
	"2021"	"2021"	"Illinois"	"17"	3408	8727067	39.1
	"2021"	"2021"	"Indiana"	"18"	2541	4560080	55.7
	"2021"	"2021"	"Iowa"	"19"	411	2140501	19.2
	"2021"	"2021"	"Kansas"	"20"	589	1937697	30.4
	"2021"	"2021"	"Kentucky"	"21"	2325	3078828	75.5
	"2021"	"2021"	"Louisiana"	"22"	2347	3127556	75.0
	"2021"	"2021"	"Maine"	"23"	574	1013222	56.7
	"2021"	"2021"	"Maryland"	"24"	2601	4273591	60.9
	"2021"	"2021"	"Massachusetts"	"25"	2468	4936566	50.0
	"2021"	"2021"	"Michigan"	"26"	2844	6967687	40.8
	"2021"	"2021"	"Minnesota"	"27"	1159	3892294	29.8
	"2021"	"2021"	"Mississippi"	"28"	740	1979677	37.4
	"2021"	"2021"	"Missouri"	"29"	1954	4225868	46.2
	"2021"	"2021"	"Montana"	"30"	183	769344	23.8
	"2021"	"2021"	"Nebraska"	"31"	172	1289092	13.3
	"2021"	"2021"	"Nevada"	"32"	832	2193751	37.9
	"2021"	"2021"	"New Hampshire"	"33"	402	1009660	39.8
	"2021"	"2021"	"New Jersey"	"34"	2888	6470760	44.6
	"2021"	"2021"	"New Mexico"	"35"	953	1445703	65.9
	"2021"	"2021"	"New York"	"36"	5498	13979542	39.3
	"2021"	"2021"	"North Carolina"	"37"	3701	7260238	51.0
	"2021"	"2021"	"North Dakota"	"38"	110	505804	21.7
	"2021"	"2021"	"Ohio"	"39"	5116	8122862	63.0
	"2021"	"2021"	"Oklahoma"	"40"	904	2641438	34.2
	"2021"	"2021"	"Oregon"	"41"	1138	3026847	37.6
	"2021"	"2021"	"Pennsylvania"	"42"	4980	9156034	54.4
	"2021"	"2021"	"Rhode Island"	"44"	417	776229	53.7
	"2021"	"2021"	"South Carolina"	"45"	1986	3609065	55.0
	"2021"	"2021"	"South Dakota"	"46"	85	591725	14.4
	"2021"	"2021"	"Tennessee"	"47"	3623	4817462	75.2
	"2021"	"2021"	"Texas"	"48"	4419	19201801	23.0
	"2021"	"2021"	"Utah"	"49"	572	2011570	28.4
	"2021"	"2021"	"Vermont"	"50"	217	462400	46.9
	"2021"	"2021"	"Virginia"	"51"	2370	5957609	39.8
	"2021"	"2021"	"Washington"	"53"	2125	5409796	39.3
	"2021"	"2021"	"West Virginia"	"54"	1444	1270528	113.7
	"2021"	"2021"	"Wisconsin"	"55"	1595	4071415	39.2
	"2021"	"2021"	"Wyoming"	"56"	102	394198	25.9
	"2022 "	"2022"	"Alabama"	"01"	1489	3470713	42.9
	"2022 "	"2022"	"Alaska"	"02"	246	488643	50.3
	"2022 "	"2022"	"Arizona"	"04"	2401	5050627	47.5
	"2022 "	"2022"	"Arkansas"	"05"	560	2058287	27.2
	"2022 "	"2022"	"California"	"06"	10116	26851336	37.7
	"2022 "	"2022"	"Colorado"	"08"	1553	4070294	38.2
	"2022 "	"2022"	"Connecticut"	"09"	1420	2544138	55.8
	"2022 "	"2022"	"Delaware"	"10"	524	722684	72.5
	"2022 "	"2022"	"District of Columbia"	"11"	444	479328	92.6
	"2022 "	"2022"	"Florida"	"12"	7034	16100288	43.7
	"2022 "	"2022"	"Georgia"	"13"	2478	7336378	33.8
	"2022 "	"2022"	"Hawaii"	"15"	279	1022168	27.3
	"2022 "	"2022"	"Idaho"	"16"	334	1279698	26.1
	"2022 "	"2022"	"Illinois"	"17"	3545	8692160	40.8
	"2022 "	"2022"	"Indiana"	"18"	2411	4585693	52.6
	"2022 "	"2022"	"Iowa"	"19"	389	2147535	18.1
	"2022 "	"2022"	"Kansas"	"20"	627	1938797	32.3
	"2022 "	"2022"	"Kentucky"	"21"	2182	3089879	70.6
	"2022 "	"2022"	"Louisiana"	"22"	2261	3097867	73.0
	"2022 "	"2022"	"Maine"	"23"	663	1026980	64.6
	"2022 "	"2022"	"Maryland"	"24"	2437	4283668	56.9
	"2022 "	"2022"	"Massachusetts"	"25"	2556	4947256	51.7
	"2022 "	"2022"	"Michigan"	"26"	2769	6970198	39.7
	"2022 "	"2022"	"Minnesota"	"27"	1222	3908282	31.3
	"2022 "	"2022"	"Mississippi"	"28"	697	1970241	35.4
	"2022 "	"2022"	"Missouri"	"29"	1941	4233930	45.8
	"2022 "	"2022"	"Montana"	"30"	188	784066	24.0
	"2022 "	"2022"	"Nebraska"	"31"	192	1293922	14.8
	"2022 "	"2022"	"Nevada"	"32"	897	2223279	40.3
	"2022 "	"2022"	"New Hampshire"	"33"	452	1021573	44.2
	"2022 "	"2022"	"New Jersey"	"34"	2846	6472724	44.0
	"2022 "	"2022"	"New Mexico"	"35"	921	1447076	63.6
	"2022 "	"2022"	"New York"	"36"	6041	13884827	43.5
	"2022 "	"2022"	"North Carolina"	"37"	3940	7365475	53.5
	"2022 "	"2022"	"North Dakota"	"38"	117	507054	23.1
	"2022 "	"2022"	"Ohio"	"39"	4856	8124781	59.8
	"2022 "	"2022"	"Oklahoma"	"40"	1123	2660054	42.2
	"2022 "	"2022"	"Oregon"	"41"	1315	3032338	43.4
	"2022 "	"2022"	"Pennsylvania"	"42"	4773	9147165	52.2
	"2022 "	"2022"	"Rhode Island"	"44"	379	777895	48.7
	"2022 "	"2022"	"South Carolina"	"45"	2134	3670482	58.1
	"2022 "	"2022"	"South Dakota"	"46"	82	603630	13.6
	"2022 "	"2022"	"Tennessee"	"47"	3594	4869062	73.8
	"2022 "	"2022"	"Texas"	"48"	4873	19546901	24.9
	"2022 "	"2022"	"Utah"	"49"	534	2045301	26.1
	"2022 "	"2022"	"Vermont"	"50"	251	466626	53.8
	"2022 "	"2022"	"Virginia"	"51"	2324	5993414	38.8
	"2022 "	"2022"	"Washington"	"53"	2497	5462015	45.7
	"2022 "	"2022"	"West Virginia"	"54"	1297	1263599	102.6
	"2022 "	"2022"	"Wisconsin"	"55"	1611	4081312	39.5
	"2022 "	"2022"	"Wyoming"	"56"	107	396960	27.0
"---"
"Dataset: Multiple Cause of Death, 2018-2022, Single Race"
"Query Parameters:"
"Title: year-state-drugs"
"Five-Year Age Groups: 25-29 years; 30-34 years; 35-39 years; 40-44 years; 45-49 years; 50-54 years; 55-59 years; 60-64 years ;"
"65-69 years; 70-74 years; 75-79 years; 80-84 years; 85-89 years; 90-94 years; 95-99 years; 100+ years"
"UCD - ICD-10 Codes: F11.0 (Mental and behavioural disorders due to use of opioids, acute intoxication); F11.1 (Mental and"
"behavioural disorders due to use of opioids, harmful use); F11.2 (Mental and behavioural disorders due to use of opioids,"
"dependence syndrome); F11.3 (Mental and behavioural disorders due to use of opioids, withdrawal state); F11.4 (Mental and"
"behavioural disorders due to use of opioids, withdrawal state with delirium); F11.5 (Mental and behavioural disorders due to use"
"of opioids, psychotic disorder); F11.6 (Mental and behavioural disorders due to use of opioids, amnesic syndrome); F11.7 (Mental"
"and behavioural disorders due to use of opioids, residual and late-onset psychotic disorder); F11.8 (Mental and behavioural"
"disorders due to use of opioids, other mental and behavioural disorders); F11.9 (Mental and behavioural disorders due to use of"
"opioids, unspecified mental and behavioural disorder); F12.0 (Mental and behavioural disorders due to use of cannabinoids, acute"
"intoxication); F12.1 (Mental and behavioural disorders due to use of cannabinoids, harmful use); F12.2 (Mental and behavioural"
"disorders due to use of cannabinoids, dependence syndrome); F12.3 (Mental and behavioural disorders due to use of cannabinoids,"
"withdrawal state); F12.4 (Mental and behavioural disorders due to use of cannabinoids, withdrawal state with delirium); F12.5"
"(Mental and behavioural disorders due to use of cannabinoids, psychotic disorder); F12.6 (Mental and behavioural disorders due"
"to use of cannabinoids, amnesic syndrome); F12.7 (Mental and behavioural disorders due to use of cannabinoids, residual and"
"late-onset psychotic disorder); F12.8 (Mental and behavioural disorders due to use of cannabinoids, other mental and behavioural"
"disorders); F12.9 (Mental and behavioural disorders due to use of cannabinoids, unspecified mental and behavioural disorder);"
"F13.0 (Mental and behavioural disorders due to use of sedatives or hypnotics, acute intoxication); F13.1 (Mental and behavioural"
"disorders due to use of sedatives or hypnotics, harmful use); F13.2 (Mental and behavioural disorders due to use of sedatives or"
"hypnotics, dependence syndrome); F13.3 (Mental and behavioural disorders due to use of sedatives or hypnotics, withdrawal"
"state); F13.4 (Mental and behavioural disorders due to use of sedatives or hypnotics, withdrawal state with delirium); F13.5"
"(Mental and behavioural disorders due to use of sedatives or hypnotics, psychotic disorder); F13.6 (Mental and behavioural"
"disorders due to use of sedatives or hypnotics, amnesic syndrome); F13.7 (Mental and behavioural disorders due to use of"
"sedatives or hypnotics, residual and late-onset psychotic disorder); F13.8 (Mental and behavioural disorders due to use of"
"sedatives or hypnotics, other mental and behavioural disorders); F13.9 (Mental and behavioural disorders due to use of sedatives"
"or hypnotics, unspecified mental and behavioural disorder); F14.0 (Mental and behavioural disorders due to use of cocaine, acute"
"intoxication); F14.1 (Mental and behavioural disorders due to use of cocaine, harmful use); F14.2 (Mental and behavioural"
"disorders due to use of cocaine, dependence syndrome); F14.3 (Mental and behavioural disorders due to use of cocaine, withdrawal"
"state); F14.4 (Mental and behavioural disorders due to use of cocaine, withdrawal state with delirium); F14.5 (Mental and"
"behavioural disorders due to use of cocaine, psychotic disorder); F14.6 (Mental and behavioural disorders due to use of cocaine,"
"amnesic syndrome); F14.7 (Mental and behavioural disorders due to use of cocaine, residual and late-onset psychotic disorder);"
"F14.8 (Mental and behavioural disorders due to use of cocaine, other mental and behavioural disorders); F14.9 (Mental and"
"behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder); F15.0 (Mental and behavioural"
"disorders due to use of other stimulants, including caffeine, acute intoxication); F15.1 (Mental and behavioural disorders due"
"to use of other stimulants, including caffeine, harmful use); F15.2 (Mental and behavioural disorders due to use of other"
"stimulants, including caffeine, dependence syndrome); F15.3 (Mental and behavioural disorders due to use of other stimulants,"
"including caffeine, withdrawal state); F15.4 (Mental and behavioural disorders due to use of other stimulants, including"
"caffeine, withdrawal state with delirium); F15.5 (Mental and behavioural disorders due to use of other stimulants, including"
"caffeine, psychotic disorder); F15.6 (Mental and behavioural disorders due to use of other stimulants, including caffeine,"
"amnesic syndrome); F15.7 (Mental and behavioural disorders due to use of other stimulants, including caffeine, residual and"
"late-onset psychotic disorder); F15.8 (Mental and behavioural disorders due to use of other stimulants, including caffeine,"
"other mental and behavioural disorders); F15.9 (Mental and behavioural disorders due to use of other stimulants, including"
"caffeine, unspecified mental and behavioural disorder); F16.0 (Mental and behavioural disorders due to use of hallucinogens,"
"acute intoxication); F16.1 (Mental and behavioural disorders due to use of hallucinogens, harmful use); F16.2 (Mental and"
"behavioural disorders due to use of hallucinogens, dependence syndrome); F16.3 (Mental and behavioural disorders due to use of"
"hallucinogens, withdrawal state); F16.4 (Mental and behavioural disorders due to use of hallucinogens, withdrawal state with"
"delirium); F16.5 (Mental and behavioural disorders due to use of hallucinogens, psychotic disorder); F16.6 (Mental and"
"behavioural disorders due to use of hallucinogens, amnesic syndrome); F16.7 (Mental and behavioural disorders due to use of"
"hallucinogens, residual and late-onset psychotic disorder); F16.8 (Mental and behavioural disorders due to use of hallucinogens,"
"other mental and behavioural disorders); F16.9 (Mental and behavioural disorders due to use of hallucinogens, unspecified mental"
"and behavioural disorder); F18.0 (Mental and behavioural disorders due to use of volatile solvents, acute intoxication); F18.1"
"(Mental and behavioural disorders due to use of volatile solvents, harmful use); F18.2 (Mental and behavioural disorders due to"
"use of volatile solvents, dependence syndrome); F18.3 (Mental and behavioural disorders due to use of volatile solvents,"
"withdrawal state); F18.4 (Mental and behavioural disorders due to use of volatile solvents, withdrawal state with delirium);"
"F18.5 (Mental and behavioural disorders due to use of volatile solvents, psychotic disorder); F18.6 (Mental and behavioural"
"disorders due to use of volatile solvents, amnesic syndrome); F18.7 (Mental and behavioural disorders due to use of volatile"
"solvents, residual and late-onset psychotic disorder); F18.8 (Mental and behavioural disorders due to use of volatile solvents,"
"other mental and behavioural disorders); F18.9 (Mental and behavioural disorders due to use of volatile solvents, unspecified"
"mental and behavioural disorder); F19.0 (Mental and behavioural disorders due to multiple drug use and use of other psychoactive"
"substances, acute intoxication); F19.1 (Mental and behavioural disorders due to multiple drug use and use of other psychoactive"
"substances, harmful use); F19.2 (Mental and behavioural disorders due to multiple drug use and use of other psychoactive"
"substances, dependence syndrome); F19.3 (Mental and behavioural disorders due to multiple drug use and use of other psychoactive"
"substances, withdrawal state); F19.4 (Mental and behavioural disorders due to multiple drug use and use of other psychoactive"
"substances, withdrawal state with delirium); F19.5 (Mental and behavioural disorders due to multiple drug use and use of other"
"psychoactive substances, psychotic disorder); F19.6 (Mental and behavioural disorders due to multiple drug use and use of other"
"psychoactive substances, amnesic syndrome); F19.7 (Mental and behavioural disorders due to multiple drug use and use of other"
"psychoactive substances, residual and late-onset psychotic disorder); F19.8 (Mental and behavioural disorders due to multiple"
"drug use and use of other psychoactive substances, other mental and behavioural disorders); F19.9 (Mental and behavioural"
"disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder); X40"
"(Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics); X41 (Accidental poisoning by"
"and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified); X42"
"(Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified); X43"
"(Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system); X44 (Accidental poisoning by and"
"exposure to other and unspecified drugs, medicaments and biological substances); Y10 (Poisoning by and exposure to nonopioid"
"analgesics, antipyretics and antirheumatics, undetermined intent); Y11 (Poisoning by and exposure to antiepileptic,"
"sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent); Y12 (Poisoning by"
"and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent); Y13 (Poisoning"
"by and exposure to other drugs acting on the autonomic nervous system, undetermined intent); Y14 (Poisoning by and exposure to"
"other and unspecified drugs, medicaments and biological substances, undetermined intent)"
"Group By: Year; State"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd-expanded.html for more information."
"---"
"Query Date: Jun 6, 2024 2:39:13 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 2018-2022 on CDC WONDER Online Database, released in 2024. Data are from the Multiple Cause of Death Files,"
"2018-2022, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/mcd-icd10-expanded.html on Jun 6, 2024 2:39:13 PM"
"---"
Caveats:
"1. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Not Stated."
"2. The population figures for years 2022 and later are single-race estimates of the July 1 resident population, from the Vintage"
"2022 postcensal series released by the Census Bureau on June 22, 2023. The 2022 series is based on the Modified Blended Base"
"produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The Modified Blended Base consists of"
"the blend of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic Analysis Estimates, and 2020"
"Census data from the internal Census Edited File (CEF). The population figures for year 2021 are single-race estimates of the"
"July 1 resident population, based on the Blended Base produced by the US Census Bureau in lieu of the April 1, 2020 decennial"
"population count, from the Vintage 2021 postcensal series released by the Census Bureau on June 30, 2022. The population figures"
"for year 2020 are single-race estimates of the July 1 resident population, from the Vintage 2020 postcensal series based on"
"April 2010 Census, released by the Census Bureau on July 27, 2021. The population figures for year 2019 are single-race"
"estimates of the July 1 resident population, from the Vintage 2019 postcensal series based on April 2010 Census, released by the"
"Census Bureau on June 25, 2020. The population figures for year 2018 are single-race estimates of the July 1 resident"
"population, from the Vintage 2018 postcensal series based on April 2010 Census, released by the Census Bureau on June 20, 2019."
"More information: http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Population Data."
"3. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#ICD-10 Changes."
